vocabulary_id,concept_id,lang_code,word,article,gender,pronunciation,part_of_speech,concept_type,domain,sub_domain,micro_category,definition,frequency,image_id,example_sentence,example_sentence_pronunciation
2822,24,gn,ha'e,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ohechauka peteĩ kuñáme,Very high,Img_24,Ha'e che angirũ.,
2823,24,gu,તેણી,,,tēṇī,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,સ્ત્રી વ્યક્તિનો સંદર્ભ આપે છે,Very high,Img_24,તેણી મારી મિત્ર છે.,tēṇī mārī mitra chē.
2824,24,ht,li,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,fè referans a yon moun ki fanm,Very high,Img_24,Li se zanmi m.,
2825,24,ha,ita,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,yana nufin mutum mace,Very high,Img_24,Ita ce kawata.,
2826,24,he,היא,,,hi,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,מתייחס לאדם נקבה,Very high,Img_24,היא חברה שלי.,hi khavera sheli.
2827,24,hi,वह,,,vah,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,किसी महिला को संदर्भित करता है,Very high,Img_24,वह मेरी दोस्त है।,vah mērī dōst hai.
2828,24,hmn,nws,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,hais txog ib tug poj niam,Very high,Img_24,Nws yog kuv tus phooj ywg.,
2829,24,hu,ő,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,egy női személyre utal,Very high,Img_24,Ő a barátom.,
2830,24,is,hún,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,vísar til konu,Very high,Img_24,Hún er vinur minn.,
2831,24,ig,ọ,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,na-ezo aka n'onye bụ nwanyị,Very high,Img_24,Ọ bụ enyi m.,
2832,24,id,dia,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,merujuk pada seorang perempuan,Very high,Img_24,Dia adalah temanku.,
2833,24,ga,sí,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,tagraíonn sé do dhuine baineann,Very high,Img_24,Is í mo chara í.,
2834,24,xh,yena,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ibhekisa kumntu obhinqileyo,Very high,Img_24,Yena ngumhlobo wam.,
2835,24,it,lei,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,si riferisce a una persona di sesso femminile,Very high,Img_24,Lei è mia amica.,
2836,24,ja,彼女,,,kanojo,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,女性の人物を指す,Very high,Img_24,彼女は私の友達です。,kanojo wa watashi no tomodachi desu.
2837,24,jv,dheweke,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,nuduhake wong wadon,Very high,Img_24,Dheweke iku kancaku.,
2838,24,kn,ಅವಳು,,,avaḷu,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ಸ್ತ್ರೀ ವ್ಯಕ್ತಿಯನ್ನು ಸೂಚಿಸುತ್ತದೆ,Very high,Img_24,ಅವಳು ನನ್ನ ಸ್ನೇಹಿತೆ.,avaḷu nanna snēhite.
2839,24,ks,سۄ,,,swa,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,کُنہِ زَنان اِنسانَس کُن اِشارٕ کَرُن,Very high,Img_24,سۄ چھےٚ میٲنؠ دوس۔,swa che myãni dōs.
2840,24,kk,ол,,,ol,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,әйел адамды білдіреді,Very high,Img_24,Ол менің құрбым.,Ol meniñ qurbym.
2841,24,km,នាង,,,neang,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,សំដៅលើមនុស្សស្រី,Very high,Img_24,នាងគឺជាមិត្តរបស់ខ្ញុំ។,neang ku chea mit robos khnhom.
2842,24,rw,we,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,yerekeza ku muntu w'igitsina gore,Very high,Img_24,We ni inshuti yanjye.,
2843,24,ko,그녀,,,geunyeo,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,여자를 가리킴,Very high,Img_24,그녀는 내 친구입니다.,geunyeoneun nae chinguimnida.
2844,24,ku,ew,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,kesekî mê nîşan dide,Very high,Img_24,Ew hevala min e.,
2845,24,ky,ал,,,al,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,аял адамды билдирет,Very high,Img_24,Ал менин курбум.,Al menin qurbum.
2846,24,lo,ນາງ,,,nang,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ໝາຍເຖິງບຸກຄົນທີ່ເປັນແມ່ຍິງ,Very high,Img_24,ນາງແມ່ນໝູ່ຂອງຂ້ອຍ.,nang maen mu khong khoy.
2847,24,lv,viņa,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,attiecas uz sieviešu dzimuma personu,Very high,Img_24,Viņa ir mana draudzene.,
2848,24,ln,ye,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,elakisaka moto mwasi,Very high,Img_24,Ye aza moninga na ngai.,
2849,24,lt,ji,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,nurodo moteriškos lyties asmenį,Very high,Img_24,Ji yra mano draugė.,
2850,24,lg,ye,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,kitegeeza omukazi,Very high,Img_24,Oyo ye mukwano gwange.,
2851,24,lb,hatt,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,bezitt sech op eng weiblech Persoun,Very high,Img_24,Hatt ass meng Frëndin.,
2852,24,mk,таа,,,taa,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,се однесува на женско лице,Very high,Img_24,Таа е моја пријателка.,Taa e moja prijatelka.
2853,24,mad,dhibi'na,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,nunjuk ka oreng babine',Very high,Img_24,Dhibi'na kancana sengko'.,
2854,24,mg,izy,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,manondro olona vehivavy,Very high,Img_24,Namako izy.,
2855,24,ms,dia,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,merujuk kepada orang perempuan,Very high,Img_24,Dia adalah kawan saya.,
2856,24,ml,അവൾ,,,avaḷ,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ഒരു സ്ത്രീയെ സൂചിപ്പിക്കുന്നു,Very high,Img_24,അവൾ എന്റെ കൂട്ടുകാരിയാണ്.,avaḷ enṟe kūṭṭukāriyāṇǔ.
2857,24,mt,hi,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,jirreferi għal persuna femminili,Very high,Img_24,Hija l-ħabiba tiegħi.,
2858,24,mr,ती,,,tī,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,स्त्री व्यक्तीचा संदर्भ देते,Very high,Img_24,ती माझी मैत्रीण आहे.,tī mājhī maitrīṇa āhē.
2859,24,mi,ia,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,e tohu ana ki tētahi wahine,Very high,Img_24,Ko ia tōku hoa.,
2860,24,mn,тэр,,,ter,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,эмэгтэй хүнийг заана,Very high,Img_24,Тэр бол миний найз.,Ter bol minii naiz.
2861,24,ne,उनी,,,unī,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,महिला व्यक्तिलाई जनाउँछ,Very high,Img_24,उनी मेरी साथी हुन्।,unī mērī sāthī hun.
2862,24,pcm,she,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,to point at woman pesin,Very high,Img_24,She bi my friend.,
2863,24,nb-NO,hun,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,refererer til en kvinnelig person,Very high,Img_24,Hun er min venn.,
2864,24,or,ସେ,,,sē,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ଜଣେ ମହିଳାଙ୍କୁ ବୁଝାଏ,Very high,Img_24,ସେ ମୋର ସାଙ୍ଗ ଅଟନ୍ତି |,sē mōrô sāṅgô ôṭônti.
2865,24,ps,هغه,,,hag͟ha,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,یوې ښځینه شخص ته اشاره کوي,Very high,Img_24,هغه زما ملګرې ده.,hag͟ha zamā malgarē da.
2866,24,fa,او,,,ū,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,اشاره به یک زن,Very high,Img_24,او دوست من است.,ū dūst-e man ast.
2867,24,pl,ona,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,odnosi się do osoby płci żeńskiej,Very high,Img_24,Ona jest moją przyjaciółką.,
2868,24,pt-BR,ela,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,refere-se a uma pessoa do sexo feminino,Very high,Img_24,Ela é minha amiga.,
2869,24,pt-PT,ela,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,refere-se a uma pessoa do sexo feminino,Very high,Img_24,Ela é a minha amiga.,
2870,24,pa,ਉਹ,,,uha,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ਕਿਸੇ ਔਰਤ ਵਿਅਕਤੀ ਦਾ ਹਵਾਲਾ ਦਿੰਦਾ ਹੈ,Very high,Img_24,ਉਹ ਮੇਰੀ ਦੋਸਤ ਹੈ।,uha mērī dōsata hai.
2871,24,qu,pay,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,warmi runamanta rimaspa,Very high,Img_24,Payqa amigaymi.,
2872,24,ro,ea,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,se referă la o persoană de sex feminin,Very high,Img_24,Ea este prietena mea.,
2873,24,ru,она,,,ona,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,указывает на лицо женского пола,Very high,Img_24,Она моя подруга.,Ona moya podruga.
2874,24,skr,او,,,ō,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,کہیں تریمت کوں ݙکھیندے۔,Very high,Img_24,او میݙی سنگتݨ ہے۔,ō mēḍī saṅgtaṇ hai.
2875,24,sr,она,,,ona,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,односи се на женску особу,Very high,Img_24,Она је моја пријатељица.,Ona je moja prijateljica.
2876,24,st,o,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,e bolela motho wa mosadi,Very high,Img_24,Ke motswalle wa ka.,
2877,24,sn,iye,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,inoreva munhu wechikadzi,Very high,Img_24,Iye ishamwari yangu.,
2878,24,sd,هوءَ,,,hū'a,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,عورت شخص ڏانهن اشارو ڪري ٿو,Very high,Img_24,هوءَ منهنجي دوست آهي.,hū'a munhinjī dōstu āhē.
2879,24,si,ඇය,,,æya,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,කාන්තා පුද්ගලයෙකුට යොමු වේ,Very high,Img_24,ඇය මගේ මිතුරියයි.,æya magē mituriyayi.
2880,24,sk,ona,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,odkazuje na ženskú osobu,Very high,Img_24,Ona je moja priateľka.,
2881,24,sl,ona,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,nanaša se na žensko osebo,Very high,Img_24,Ona je moja prijateljica.,
2882,24,so,iyada,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,waxa loola jeedaa qof dhadig ah,Very high,Img_24,Iyadu waa saaxiibtay.,
2883,24,es-MX,ella,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,se refiere a una persona de sexo femenino,Very high,Img_24,Ella es mi amiga.,
2884,24,es-ES,ella,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,se refiere a una persona femenina,Very high,Img_24,Ella es mi amiga.,
2885,24,su,manéhna,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,nuduhkeun ka hiji awéwé,Very high,Img_24,Manéhna téh babaturan kuring.,
2886,24,sw,yeye,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,inamrejelea mtu wa kike,Very high,Img_24,Yeye ni rafiki yangu.,
2887,24,sv,hon,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,hänvisar till en kvinnlig person,Very high,Img_24,Hon är min vän.,
2888,24,tg,вай,,,vay,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ба шахси зан ишора мекунад,Very high,Img_24,Вай дӯсти ман аст.,Vay dūsti man ast.
2889,24,ta,அவள்,,,avaḷ,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ஒரு பெண் நபரைக் குறிக்கிறது,Very high,Img_24,அவள் என் தோழி.,avaḷ eṉ tōḻi.
2890,24,tt,ул,,,ul,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,хатын-кызны күрсәтә,Very high,Img_24,Ул минем дустым.,Ul minem dustım.
2891,24,te,ఆమె,,,āme,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ఒక ఆడ వ్యక్తిని సూచిస్తుంది,Very high,Img_24,ఆమె నా స్నేహితురాలు.,āme nā snēhiturālu.
2892,24,th,เธอ,,,thoe,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,หมายถึงบุคคลที่เป็นเพศหญิง,Very high,Img_24,เธอคือเพื่อนของฉัน,thoe khue phuean khong chan.
2893,24,ti,ንሳ,,,nisa,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ንጓለንስተይ ሰብ የመልክት,Very high,Img_24,ንሳ ዓርከይ እያ።,nisa 'arikeyi iya.
2894,24,tr,o,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,bir kadın kişiyi ifade eder,Very high,Img_24,O benim arkadaşım.,
2895,24,tk,ol,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,aýal adamy görkezýär,Very high,Img_24,Ol meniň joram.,
2896,24,uk,вона,,,vona,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,вказує на особу жіночої статі,Very high,Img_24,Вона моя подруга.,Vona moya podruha.
2897,24,ur,وہ,,,voh,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,کسی خاتون کی طرف اشارہ کرتا ہے،,Very high,Img_24,وہ میری دوست ہے۔,voh mērī dōst hai.
2898,24,ug,ئۇ,,,u,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ئايال كىشىنى كۆرسىتىدۇ,Very high,Img_24,ئۇ مېنىڭ دوستۇم.,u mëning dostum.
2899,24,uz,u,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ayol kishini bildiradi,Very high,Img_24,U mening do'stim.,
2900,24,vi,cô ấy,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,chỉ một người nữ giới,Very high,Img_24,Cô ấy là bạn của tôi.,
2901,24,cy,hi,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,yn cyfeirio at berson benywaidd,Very high,Img_24,Hi yw fy ffrind.,
2902,24,wo,mom,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,lay tekki nit ku jigéen,Very high,Img_24,Mom sama xarit la.,
2903,24,yo,ó,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,tọ́ka sí obìnrin,Very high,Img_24,Ó jẹ́ ọ̀rẹ́ mi.,
2904,24,zu,yena,,,,pronoun,function,Grammar Functions,Pronouns,Personal pronouns,ibhekisa kumntu wesifazane,Very high,Img_24,Yena ungumngane wami.,
2905,25,om,ykn,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,filannoo dhiheessuuf fayyada,Very high,Img_25,Shaayii ykn buna barbaaddaa?,
2906,25,af,of,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,word gebruik om alternatiewe aan te bied,Very high,Img_25,Wil jy tee of koffie hê?,
2907,25,ak,anaa,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,wɔde kyerɛ deɛ wopɛ,Very high,Img_25,Wopɛ tii anaa kɔfe?,
2908,25,sq,ose,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,përdoret për të paraqitur alternativa,Very high,Img_25,Dëshironi çaj ose kafe?,
2909,25,am,ወይስ,,,weyisi,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,አማራጮችን ለማቅረብ ያገለግላል,Very high,Img_25,ሻይ ወይስ ቡና ትፈልጋለህ?,shayi weyisi buna tifeligalehi
2910,25,ar,أو,,,'aw,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,يُستخدم لتقديم البدائل,Very high,Img_25,هل تريد الشاي أو القهوة؟,hal turīdu ash-shāya 'aw al-qahwah?
2911,25,hy,կամ,,,kam,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,օգտագործվում է այլընտրանքներ ներկայացնելու համար,Very high,Img_25,Ուզում եք թեյ կամ սուրճ:,Uzum yek' t'ey kam surch':
2912,25,as,বা,,,ba,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,বিকল্পসমূহ উপস্থাপন কৰিবলৈ ব্যৱহাৰ কৰা হয়,Very high,Img_25,আপুনি চাহ বা কফি বিচাৰে নেকি?,apuni sah ba kôphi bisare neki
2913,25,az,və ya,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,alternativləri təqdim etmək üçün istifadə olunur,Very high,Img_25,Çay və ya qəhvə istəyirsiniz?,
2914,25,eu,edo,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,alternatibak aurkezteko erabiltzen da,Very high,Img_25,Tea edo kafea nahi duzu?,
2915,25,be,або,,,abo,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,выкарыстоўваецца для прадстаўлення альтэрнатыў,Very high,Img_25,Вы хочаце гарбату або каву?,Vy khochatsye harbatu abo kavu?
2916,25,bn,বা,,,ba,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,বিকল্প উপস্থাপন করতে ব্যবহৃত হয়,Very high,Img_25,আপনি কি চা বা কফি চান?,apni ki cha ba kofi chan
2917,25,bho,भा,,,bhā,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,विकल्प देखावे खातिर इस्तेमाल होला,Very high,Img_25,रउआ चाय भा कॉफी चाहत बानी?,raumā cāya bhā kŏphī cāhata bānī?
2918,25,bs,ili,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,koristi se za predstavljanje alternativa,Very high,Img_25,Želite li čaj ili kafu?,
2919,25,bg,или,,,ili,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,използва се за представяне на алтернативи,Very high,Img_25,Искате ли чай или кафе?,Iskate li chay ili kafe?
2920,25,my,သို့မဟုတ်,,,tho. ma hote,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ရွေးချယ်စရာများကို တင်ပြရန် အသုံးပြုသည်,Very high,Img_25,လက်ဖက်ရည် သို့မဟုတ် ကော်ဖီ သောက်မလား။,let hpet yay tho. ma hote kaw hpi thauk ma lar:
2921,25,yue,定係,,,ding6 hai6,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,用嚟提出選擇,Very high,Img_25,你想飲茶定係咖啡？,nei5 soeng2 jam2 caa4 ding6 hai6 gaa3 fe1?
2922,25,ca,o,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,s'utilitza per presentar alternatives,Very high,Img_25,Vols te o cafè?,
2923,25,ceb,o,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,gigamit sa pagpresentar og mga alternatibo,Very high,Img_25,Gusto ka ba og tsa o kape?,
2924,25,ny,kapena,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ntchito popereka zosankha,Very high,Img_25,Kodi mukufuna tiyi kapena khofi?,
2925,25,zh-CN,还是,,,háishì,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,用于提出选择,Very high,Img_25,你想要茶还是咖啡？,nǐ xiǎng yào chá háishì kāfēi?
2926,25,zh-TW,還是,,,háishì,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,用於提出選擇,Very high,Img_25,你想要茶還是咖啡？,nǐ xiǎng yào chá háishì kāfēi?
2927,25,hr,ili,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,koristi se za predstavljanje alternativa,Very high,Img_25,Želite li čaj ili kavu?,
2928,25,cs,nebo,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,používá se k představení alternativ,Very high,Img_25,Chcete čaj nebo kávu?,
2929,25,da,eller,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,bruges til at præsentere alternativer,Very high,Img_25,Vil du have te eller kaffe?,
2930,25,nl,of,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,gebruikt om alternatieven te presenteren,Very high,Img_25,Wil je thee of koffie?,
2931,25,en-GB,or,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,used to present alternatives,Very high,Img_25,Do you want tea or coffee?,
2932,25,en-US,or,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,used to present alternatives,Very high,Img_25,Do you want tea or coffee?,
2933,25,et,või,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,kasutatakse alternatiivide esitamiseks,Very high,Img_25,Kas sa tahad teed või kohvi?,
2934,25,fil,o,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ginagamit upang magpakita ng mga pagpipilian,Very high,Img_25,Gusto mo ba ng tsaa o kape?,
2935,25,fi,vai,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,käytetään esittämään vaihtoehtoja,Very high,Img_25,Haluatko teetä vai kahvia?,
2936,25,fr,ou,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,utilisé pour présenter des alternatives,Very high,Img_25,Tu veux du thé ou du café ?,
2937,25,fr-CA,ou,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,utilisé pour présenter des alternatives,Very high,Img_25,Tu veux du thé ou du café ?,
2938,25,ff,walla,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,huutore ngam hollitde cuɓi,Very high,Img_25,Aɗa yiɗi shaay walla kafe?,
2939,25,gl,ou,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,usado para presentar alternativas,Very high,Img_25,Queres té ou café?,
2940,25,ka,ან,,,an,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,გამოიყენება ალტერნატივების წარმოსადგენად,Very high,Img_25,გინდათ ჩაი ან ყავა?,gindat chai an q'ava?
2941,25,de,oder,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,wird verwendet um Alternativen zu präsentieren,Very high,Img_25,Möchten Sie Tee oder Kaffee?,
2942,25,el,ή,,,í,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,χρησιμοποιείται για την παρουσίαση εναλλακτικών,Very high,Img_25,Θέλετε τσάι ή καφέ;,Thélete tsái í kafé?
2943,25,gn,térã,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ojepuru ohechauka hag̃ua moõguipa ikatúva ojeporavo,Very high,Img_25,Reipota ka'ay térã kafe?,
2944,25,gu,અથવા,,,athavā,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,વિકલ્પો રજૂ કરવા માટે વપરાય છે,Very high,Img_25,શું તમે ચા અથવા કોફી માંગો છો?,śuṃ tamē cā athavā kōphī māṅgō chō?
2945,25,ht,oswa,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,itilize pou prezante altènativ,Very high,Img_25,Èske w vle te oswa kafe?,
2946,25,ha,ko,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ana amfani da shi don gabatar da zaɓi,Very high,Img_25,Kuna so shayi ko kofi?,
2947,25,he,או,,,o,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,משמש להצגת חלופות,Very high,Img_25,האם אתה רוצה תה או קפה?,ha-im ata rotse te o kafe?
2948,25,hi,या,,,yā,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,विकल्प प्रस्तुत करने के लिए उपयोग किया जाता है,Very high,Img_25,क्या आप चाय या कॉफी चाहते हैं?,kyā āp cāy yā kŏfī cāhtē haiṃ?
2949,25,hmn,lossis,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,siv los qhia cov kev xaiv,Very high,Img_25,Koj puas xav tau tshuaj yej lossis kas fes?,
2950,25,hu,vagy,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,alternatívák bemutatására szolgál,Very high,Img_25,Teát vagy kávét kérsz?,
2951,25,is,eða,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,notað til að kynna kosti,Very high,Img_25,Viltu te eða kaffi?,
2952,25,ig,ma ọ bụ,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,eji ewepụta nhọrọ,Very high,Img_25,Ị chọrọ tii ma ọ bụ kọfị?,
2953,25,id,atau,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,digunakan untuk menyajikan pilihan,Very high,Img_25,Apakah Anda ingin teh atau kopi?,
2954,25,ga,nó,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,a úsáidtear chun roghanna a chur i láthair,Very high,Img_25,An bhfuil tae nó caife uait?,
2955,25,xh,okanye,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,isetyenziselwa ukunika iindlela onokukhetha kuzo,Very high,Img_25,Ufuna iti okanye ikofu?,
2956,25,it,o,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,usato per presentare alternative,Very high,Img_25,Vuoi tè o caffè?,
2957,25,ja,または,,,matawa,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,選択肢を示すために使われる,Very high,Img_25,お茶 または コーヒーはいかがですか？,ocha matawa kōhī wa ikaga desu ka?
2958,25,jv,utawa,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,digunakake kanggo nyedhiyakake pilihan,Very high,Img_25,Kowe arep teh utawa kopi?,
2959,25,kn,ಅಥವಾ,,,athavā,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ಪರ್ಯಾಯಗಳನ್ನು ಪ್ರಸ್ತುತಪಡಿಸಲು ಬಳಸಲಾಗುತ್ತದೆ,Very high,Img_25,ನಿಮಗೆ ಚಹಾ ಅಥವಾ ಕಾಫಿ ಬೇಕೇ?,nimage cahā athavā kāphi bēkē?
2960,25,ks,یا,,,yā,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,بَدَل پیش کَرنہٕ خٲطرٕ اِستِمال,Very high,Img_25,چَے بَہ چاے چَکھ یا کافی؟,tsay bah cāy chakh yā kāfī?
2961,25,kk,немесе,,,nemese,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,баламаларды ұсыну үшін қолданылады,Very high,Img_25,Сіз шай немесе кофе қалайсыз ба?,Siz şai nemese kofe qalaisyz ba?
2962,25,km,ឬ,,,ru,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ប្រើដើម្បីបង្ហាញជម្រើស,Very high,Img_25,តើអ្នកចង់បានតែ ឬ កាហ្វេ?,tae neak chong ban tae ru ka-hve?
2963,25,rw,cyangwa,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ikoreshwa mu kwerekana amahitamo,Very high,Img_25,Urakunda icyayi cyangwa ikawa?,
2964,25,ko,또는,,,ttoneun,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,대안을 제시하는 데 사용됨,Very high,Img_25,차 또는 커피를 원하십니까?,cha ttoneun keopireul wonhasimnikka?
2965,25,ku,an,,,,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,ji bo pêşkêşkirina alternatîfan tê bikar anîn,Very high,Img_25,Tu çay an qehwe dixwazî?,
2966,25,ky,же,,,je,conjunction,function,Grammar Functions,Conjunctions,Choice connectors,альтернативаларды көрсөтүү үчүн колдонулат,Very high,Img_25,Сиз чай же кофе каалайсызбы?,Siz chay je kofe kaalaysyzby?
