sentence_id,concept_id,concept_chapter,lang_code,level,category,sort_order,sentence,sentence_pronunciation,notes
654,6,greeting_basic,id,A0,ca1,6,Halo temanku,,Sapaan dasar dengan seseorang.
655,6,greeting_basic,ga,A0,ca1,6,Dia duit a chara,,Beannacht bhunúsach le duine.
656,6,greeting_basic,xh,A0,ca1,6,Molo mhlobo wam,,Umbuliso osisiseko nomntu.
657,6,greeting_basic,it,A0,ca1,6,Ciao amico mio,,Saluto di base con una persona.
658,6,greeting_basic,ja,A0,ca1,6,こんにちは、私の友人。,konnichiwa watashi no yuujin.,人に対する基本的な挨拶。
659,6,greeting_basic,jv,A0,ca1,6,Halo kancaku,,Salam dhasar karo wong.
660,6,greeting_basic,kn,A0,ca1,6,ನಮಸ್ಕಾರ ನನ್ನ ಸ್ನೇಹಿತನೇ.,namaskāra nanna snēhitanē.,ವ್ಯಕ್ತಿಯೊಂದಿಗೆ ಮೂಲ ಶುಭಾಶಯ.
661,6,greeting_basic,ks,A0,ca1,6,سلام مؠون دوست۔,salām myon dost.,نَفرَس سۭتؠ بُنیٲدی سلام۔
662,6,greeting_basic,kk,A0,ca1,6,Сәлем менің достым.,sälem meniñ dostım.,Адаммен негізгі сәлемдесу.
663,6,greeting_basic,km,A0,ca1,6,សួស្តី មិត្តរបស់ខ្ញុំ។,suostei mit robas khnyom.,ការស្វាគមន៍មូលដ្ឋានជាមួយបុគ្គលម្នាក់។
664,6,greeting_basic,rw,A0,ca1,6,Muraho ncuti yanjye,,Indamutso y'ibanze ku muntu.
665,6,greeting_basic,ko,A0,ca1,6,안녕 내 친구.,annyeong nae chingu.,사람에 대한 기본 인사말.
666,6,greeting_basic,ku,A0,ca1,6,Silav hevalê min,,Silava bingehîn a bi kesekî re.
667,6,greeting_basic,ky,A0,ca1,6,Салам менин досум.,salam menin dosum.,Адам менен негизги саламдашуу.
668,6,greeting_basic,lo,A0,ca1,6,ສະບາຍດີ ໝູ່ຂອງຂ້ອຍ.,sabai di mu khong khoi.,ການທັກທາຍພື້ນຖານກັບຄົນ.
669,6,greeting_basic,lv,A0,ca1,6,Sveiki mans draugs,,Pamata sveiciens ar cilvēku.
670,6,greeting_basic,ln,A0,ca1,6,Mbote moninga na ngai,,Mbote ya ebandeli na moto.
671,6,greeting_basic,lt,A0,ca1,6,Labas mano drauge,,Pagrindinis pasisveikinimas su asmeniu.
672,6,greeting_basic,lg,A0,ca1,6,Ki kati mukwano gwange,,Okulamusa omuntu okusooka.
673,6,greeting_basic,lb,A0,ca1,6,Moien mäi Frënd,,Grondleeënd Begréissung mat enger Persoun.
674,6,greeting_basic,mk,A0,ca1,6,Здраво пријателе мој.,zdravo prijatele moj.,Основен поздрав со личност.
675,6,greeting_basic,mad,A0,ca1,6,Halo kancana engko',,Salam dhasar sareng oreng.
676,6,greeting_basic,mg,A0,ca1,6,Manao ahoana ry namako,,Fiarahabana fototra amin'ny olona.
677,6,greeting_basic,ms,A0,ca1,6,Halo kawanku,,Sapaan asas dengan seseorang.
678,6,greeting_basic,ml,A0,ca1,6,ഹലോ എന്റെ സുഹൃത്തേ.,halō enṟe suhr̥ttē.,ഒരാളുമായുള്ള അടിസ്ഥാന അഭിവാദ്യം.
679,6,greeting_basic,mt,A0,ca1,6,Ħello ħabib tiegħi,,Tislima bażika ma' persuna.
680,6,greeting_basic,mr,A0,ca1,6,नमस्ते माझ्या मित्रा.,namastē mājhyā mitrā.,एखाद्या व्यक्तीसोबत मूलभूत अभिवादन.
681,6,greeting_basic,mi,A0,ca1,6,Kia ora e taku hoa,,Mihi taketake ki te tangata.
682,6,greeting_basic,mn,A0,ca1,6,Сайн байна уу найз минь.,sain baina uu naiz min'.,Хүнтэй мэндлэх үндсэн мэндчилгээ.
683,6,greeting_basic,ne,A0,ca1,6,नमस्ते मेरो साथी।,namastē mērō sāthī.,एक व्यक्तिसँग आधारभूत अभिवादन।
684,6,greeting_basic,pcm,A0,ca1,6,Hello my friend,,Normal greeting with pesin.
685,6,greeting_basic,nb-NO,A0,ca1,6,Hei min venn,,Grunnleggende hilsen til en person.
686,6,greeting_basic,or,A0,ca1,6,ନମସ୍କାର ମୋର ସାଙ୍ଗ।,namaskāra mōra sāṅga.,ଜଣେ ବ୍ୟକ୍ତିଙ୍କ ସହିତ ମୌଳିକ ଅଭିବାଦନ।
687,6,greeting_basic,ps,A0,ca1,6,سلام زما ملګریه.,salām zamā malgaryo.,د یو کس سره بنسټیز سلام.
688,6,greeting_basic,fa,A0,ca1,6,سلام دوست من.,salām dūst-e man.,احوالپرسی اولیه با یک شخص.
689,6,greeting_basic,pl,A0,ca1,6,Cześć mój przyjacielu,,Podstawowe powitanie z osobą.
690,6,greeting_basic,pt-BR,A0,ca1,6,Olá meu amigo,,Saudação básica com uma pessoa.
691,6,greeting_basic,pt-PT,A0,ca1,6,Olá meu amigo,,Saudação básica com uma pessoa.
692,6,greeting_basic,pa,A0,ca1,6,ਸਤਿ ਸ੍ਰੀ ਅਕਾਲ ਮੇਰੇ ਦੋਸਤ।,sati srī akāla mērē dōsat.,ਕਿਸੇ ਵਿਅਕਤੀ ਨਾਲ ਮੂਲ ਸਵਾਗਤ।
693,6,greeting_basic,qu,A0,ca1,6,Napaykullayki masiy,,Runa masiwan sapsi napaykuy.
694,6,greeting_basic,ro,A0,ca1,6,Bună prietene,,Salut de bază cu o persoană.
695,6,greeting_basic,ru,A0,ca1,6,Привет мой друг.,privet moy drug.,Основное приветствие с человеком.
696,6,greeting_basic,skr,A0,ca1,6,سلام میݙا دوست۔,salām mēḍā dōst.,کہیں شخص نال بنیادی سلام۔
697,6,greeting_basic,sr,A0,ca1,6,Здраво пријатељу мој.,zdravo prijatelju moj.,Основни поздрав са особом.
698,6,greeting_basic,st,A0,ca1,6,Dumela motsoalle oa ka,,Tumeliso ea motheo ho motho.
699,6,greeting_basic,sn,A0,ca1,6,Mhoro shamwari yangu,,Kwaziso yekutanga kumunhu.
700,6,greeting_basic,sd,A0,ca1,6,سلام منهنجا دوست.,salām munhinjā dōst.,هڪ شخص سان بنيادي سلام.
701,6,greeting_basic,si,A0,ca1,6,හෙලෝ මගේ මිතුරියා.,helō magē mituriyā.,පුද්ගලයෙකු සමඟ මූලික ආචාරය.
702,6,greeting_basic,sk,A0,ca1,6,Ahoj môj priateľ,,Základný pozdrav s osobou.
703,6,greeting_basic,sl,A0,ca1,6,Živjo moj prijatelj,,Osnovni pozdrav z osebo.
704,6,greeting_basic,so,A0,ca1,6,Hay saaxiibkay,,Salaan aasaasi ah oo lala yeesho qof.
705,6,greeting_basic,es-MX,A0,ca1,6,Hola mi amigo,,Saludo básico con una persona.
706,6,greeting_basic,es-ES,A0,ca1,6,Hola mi amigo,,Saludo básico con una persona.
707,6,greeting_basic,su,A0,ca1,6,Halo réréncangan kuring,,Sapaan dasar ka hiji jalma.
708,6,greeting_basic,sw,A0,ca1,6,Habari rafiki yangu,,Salamu ya msingi na mtu.
709,6,greeting_basic,sv,A0,ca1,6,Hej min vän,,Grundläggande hälsning till en person.
710,6,greeting_basic,tg,A0,ca1,6,Салом дӯсти ман.,salom dūsti man.,Саломи асосӣ бо шахс.
711,6,greeting_basic,ta,A0,ca1,6,வணக்கம் என் நண்பரே.,vaṇakkam eṉ naṇparē.,ஒரு நபருடன் அடிப்படை வாழ்த்து.
712,6,greeting_basic,tt,A0,ca1,6,Сәлам минем дустым.,sälam minem dustım.,Кеше белән төп сәламләү.
713,6,greeting_basic,te,A0,ca1,6,నమస్కారం నా మిత్రుడా.,namaskāraṁ nā mitrudā.,ఒక వ్యక్తితో ప్రాథమిక అభివాదం.
714,6,greeting_basic,th,A0,ca1,6,สวัสดีเพื่อนของฉัน,sa-wat-di phuean khong chan.,คำทักทายพื้นฐานกับบุคคล.
715,6,greeting_basic,ti,A0,ca1,6,ሰላም ዓርከይ።,selam 'arkey.,ምስ ሓደ ሰብ ዝግበር መሰረታዊ ሰላምታ።
716,6,greeting_basic,tr,A0,ca1,6,Merhaba arkadaşım,,Bir kişiyle temel selamlama.
717,6,greeting_basic,tk,A0,ca1,6,Salam dostum,,Bir adam bilen esasy salamlaşma.
718,6,greeting_basic,uk,A0,ca1,6,Привіт мій друже.,pryvit miy druzhe.,Основне привітання з людиною.
719,6,greeting_basic,ur,A0,ca1,6,ہیلو میرے دوست۔,hēlō mērē dōst.,کسی شخص کے ساتھ بنیادی سلام۔
720,6,greeting_basic,ug,A0,ca1,6,ياخشىمۇسىز مېنىڭ دوستۇم.,yaxshimusiz méning dostum.,بىر ئادەم بىلەن ئاساسىي سالام.
721,6,greeting_basic,uz,A0,ca1,6,Salom do'stim,,Bir kishi bilan asosiy salomlashish.
722,6,greeting_basic,vi,A0,ca1,6,Xin chào bạn của tôi,,Lời chào cơ bản với một người.
723,6,greeting_basic,cy,A0,ca1,6,Helo fy ffrind,,Cyfarchiad sylfaenol gyda pherson.
724,6,greeting_basic,wo,A0,ca1,6,Salaamaleikum sama xarit,,Nuyyoo bu am solo ak nit.
725,6,greeting_basic,yo,A0,ca1,6,Pẹlẹ o ọrẹ mi,,Ikini ipilẹ pẹlu eniyan.
726,6,greeting_basic,zu,A0,ca1,6,Sawubona mngani wami,,Isibingelelo esiyisisekelo nomuntu.
727,7,greeting_basic,om,A0,ca1,7,Baga nagaan dhuftan.,,Ibsa simannaa bu'uuraa.
728,7,greeting_basic,af,A0,ca1,7,Welkom.,,Basiese verwelkomingsuitdrukking.
729,7,greeting_basic,ak,A0,ca1,7,Akwaaba.,,Nkyia a yɛde gye hɔhoɔ.
730,7,greeting_basic,sq,A0,ca1,7,Mirësevini.,,Shprehje bazë mirëseardhjeje.
731,7,greeting_basic,am,A0,ca1,7,እንኳን ደህና መጣህ።,inkwan dehna metah.,መሰረታዊ የእንኳን ደህና መጣህ አገላለጽ።
732,7,greeting_basic,ar,A0,ca1,7,أهلاً بك.,ahlan bik.,تعبير ترحيبي أساسي.
733,7,greeting_basic,hy,A0,ca1,7,Բարի գալուստ:,bari galust.,Հիմնական ողջույնի արտահայտություն:
734,7,greeting_basic,as,A0,ca1,7,স্বাগতম।,swagotom.,প্ৰাথমিক আদৰণি জনোৱা প্ৰকাশ।
735,7,greeting_basic,az,A0,ca1,7,Xoş gəlmisiniz.,,Əsas xoşgəldin ifadəsi.
736,7,greeting_basic,eu,A0,ca1,7,Ongi etorri.,,Oinarrizko ongietorri esapidea.
737,7,greeting_basic,be,A0,ca1,7,Сардэчна запрашаем.,sardečna zaprašajem.,Базавы выраз прывітання.
738,7,greeting_basic,bn,A0,ca1,7,স্বাগতম।,shagotom.,সাধারণ স্বাগত জানানো।
739,7,greeting_basic,bho,A0,ca1,7,स्वागत बा।,swāgat bā.,मूल स्वागत के अभिव्यक्ति।
740,7,greeting_basic,bs,A0,ca1,7,Dobrodošli.,,Osnovni izraz dobrodošlice.
741,7,greeting_basic,bg,A0,ca1,7,Добре дошли.,dobre doshli.,Основен израз за добре дошли.
742,7,greeting_basic,my,A0,ca1,7,ကြိုဆိုပါတယ်။,kyo-so-ba-de.,အခြေခံ ကြိုဆိုသော အသုံးအနှုန်း။
743,7,greeting_basic,yue,A0,ca1,7,歡迎。,fun1 jing4.,基本歡迎用語。
744,7,greeting_basic,ca,A0,ca1,7,Benvinguts.,,Expressió bàsica de benvinguda.
745,7,greeting_basic,ceb,A0,ca1,7,Welcome.,,Batakang ekspresyon sa pag-abiabi.
746,7,greeting_basic,ny,A0,ca1,7,Takulandilani.,,Mawu olandirira wamba.
747,7,greeting_basic,zh-CN,A0,ca1,7,欢迎。,huān yíng.,基本的欢迎用语。
748,7,greeting_basic,zh-TW,A0,ca1,7,歡迎。,huān yíng.,基本的歡迎用語。
749,7,greeting_basic,hr,A0,ca1,7,Dobrodošli.,,Osnovni izraz dobrodošlice.
750,7,greeting_basic,cs,A0,ca1,7,Vítejte.,,Základní uvítací výraz.
751,7,greeting_basic,da,A0,ca1,7,Velkommen.,,Grundlæggende velkomstudtryk.
752,7,greeting_basic,nl,A0,ca1,7,Welkom.,,Basis welkomstuitdrukking.
753,7,greeting_basic,en-GB,A0,ca1,7,Welcome.,,Basic welcoming expression.
754,7,greeting_basic,en-US,A0,ca1,7,Welcome.,,Basic welcoming expression.
755,7,greeting_basic,et,A0,ca1,7,Tere tulemast.,,Põhiline tervitusväljend.
756,7,greeting_basic,fil,A0,ca1,7,Maligayang pagdating.,,Batayang pagpapahayag ng pagbati.
757,7,greeting_basic,fi,A0,ca1,7,Tervetuloa.,,Perustervetulotoivotus.
758,7,greeting_basic,fr,A0,ca1,7,Bienvenue.,,Expression d'accueil de base.
759,7,greeting_basic,fr-CA,A0,ca1,7,Bienvenue.,,Expression d'accueil de base.
760,7,greeting_basic,ff,A0,ca1,7,Bisimilla.,,Konngol jaɓɓungal ɓooyngol.
761,7,greeting_basic,gl,A0,ca1,7,Benvido.,,Expresión básica de benvida.
762,7,greeting_basic,ka,A0,ca1,7,კეთილი იყოს თქვენი მობრძანება.,ketili iqos tkveni mobrdzaneba.,ძირითადი მისასალმებელი გამოთქმა.
763,7,greeting_basic,de,A0,ca1,7,Willkommen.,,Grundlegender Willkommensausdruck.
764,7,greeting_basic,el,A0,ca1,7,Καλώς ήρθατε.,kalos irthate.,Βασική έκφραση καλωσορίσματος.
765,7,greeting_basic,gn,A0,ca1,7,Tereg̃uahẽ porãite.,,Ñe'ẽ he'íva tañeg̃uahẽ porã.
766,7,greeting_basic,gu,A0,ca1,7,સ્વાગત છે.,svāgat chē.,મૂળભૂત સ્વાગત અભિવ્યક્તિ.
767,7,greeting_basic,ht,A0,ca1,7,Byenveni.,,Ekspresyon debaz pou akeyi.
768,7,greeting_basic,ha,A0,ca1,7,Barka da zuwa.,,Bayanin maraba na asali.
769,7,greeting_basic,he,A0,ca1,7,ברוך הבא.,barukh haba.,ביטוי קבלת פנים בסיסי.
770,7,greeting_basic,hi,A0,ca1,7,स्वागत है।,svāgat hai.,मूल स्वागत अभिव्यक्ति।
771,7,greeting_basic,hmn,A0,ca1,7,Zoo siab txais tos.,,Lus txais tos yooj yim.
772,7,greeting_basic,hu,A0,ca1,7,Isten hozott.,,Alapvető üdvözlő kifejezés.
773,7,greeting_basic,is,A0,ca1,7,Velkomin.,,Grunnvelkominkveðja.
774,7,greeting_basic,ig,A0,ca1,7,Nnọọ.,,Okwu nnabata mbido.
775,7,greeting_basic,id,A0,ca1,7,Selamat datang.,,Ungkapan sambutan dasar.
776,7,greeting_basic,ga,A0,ca1,7,Fáilte.,,Bunaíocht fáilte.
777,7,greeting_basic,xh,A0,ca1,7,Wamkelekile.,,Intetho yokwamkela esisiseko.
778,7,greeting_basic,it,A0,ca1,7,Benvenuto.,,Espressione di benvenuto di base.
779,7,greeting_basic,ja,A0,ca1,7,ようこそ。,youkoso.,基本的な歓迎の表現。
780,7,greeting_basic,jv,A0,ca1,7,Sugeng rawuh.,,Ukara pambagya dhasar.
781,7,greeting_basic,kn,A0,ca1,7,ಸ್ವಾಗತ.,svāgata.,ಮೂಲ ಸ್ವಾಗತ ಅಭಿವ್ಯಕ್ತಿ.
782,7,greeting_basic,ks,A0,ca1,7,خۄش آمدید۔,khosh āmadīd.,بُنیٲدی خۄش آمدید وَنُن۔
783,7,greeting_basic,kk,A0,ca1,7,Қош келдіңіз.,qoş keldiñiz.,Негізгі қарсы алу сөзі.
784,7,greeting_basic,km,A0,ca1,7,សូមស្វាគមន៍។,som swaakom.,ការបញ្ចេញមតិស្វាគមន៍ជាមូលដ្ឋាន។
785,7,greeting_basic,rw,A0,ca1,7,Ikaze.,,Imvugo y'ibanze yo kwakira.
786,7,greeting_basic,ko,A0,ca1,7,환영합니다.,hwanyeonghamnida.,기본적인 환영 표현.
787,7,greeting_basic,ku,A0,ca1,7,Bi xêr hatî.,,Gotina xêrhatinê ya bingehîn.
788,7,greeting_basic,ky,A0,ca1,7,Кош келиңиз.,kosh kelingiz.,Негизги тосуп алуу сөзү.
789,7,greeting_basic,lo,A0,ca1,7,ຍິນດີຕ້ອນຮັບ.,yin di ton hap.,ການສະແດງຄວາມຍິນດີຕ້ອນຮັບພື້ນຖານ.
790,7,greeting_basic,lv,A0,ca1,7,Laipni lūdzam.,,Pamata sagaidīšanas izteiciens.
791,7,greeting_basic,ln,A0,ca1,7,Boyeyi malamu.,,Maloba ya ebandeli ya koyamba.
792,7,greeting_basic,lt,A0,ca1,7,Sveiki atvykę.,,Pagrindinis pasisveikinimo posakis.
793,7,greeting_basic,lg,A0,ca1,7,Tukwanirizza.,,Okwaniriza okusooka.
794,7,greeting_basic,lb,A0,ca1,7,Wëllkomm.,,Grondleeënd Wëllkomm Ausdrock.
795,7,greeting_basic,mk,A0,ca1,7,Добредојдовте.,dobredojdovte.,Основен израз за добредојде.
796,7,greeting_basic,mad,A0,ca1,7,Palèman saè.,,Oca'an panyambhudhân dhasar.
797,7,greeting_basic,mg,A0,ca1,7,Tongasoa.,,Fiteny fandraisana fototra.
798,7,greeting_basic,ms,A0,ca1,7,Selamat datang.,,Ungkapan aluan asas.
799,7,greeting_basic,ml,A0,ca1,7,സ്വാഗതം.,svāgataṁ.,അടിസ്ഥാന സ്വാഗത പ്രയോഗം.
800,7,greeting_basic,mt,A0,ca1,7,Merħba.,,Espressjoni bażika ta' merħba.
801,7,greeting_basic,mr,A0,ca1,7,स्वागत आहे.,svāgat āhē.,मूलभूत स्वागत अभिव्यक्ती.
802,7,greeting_basic,mi,A0,ca1,7,Nau mai.,,Kīwaha powhiri taketake.
803,7,greeting_basic,mn,A0,ca1,7,Тавтай морилно уу.,tavtai morilno uu.,Үндсэн угтах хэллэг.
804,7,greeting_basic,ne,A0,ca1,7,स्वागत छ।,swāgat cha.,आधारभूत स्वागत अभिव्यक्ति।
805,7,greeting_basic,pcm,A0,ca1,7,Welcome.,,Normal welcome word.
806,7,greeting_basic,nb-NO,A0,ca1,7,Velkommen.,,Grunnleggende velkomstuttrykk.
807,7,greeting_basic,or,A0,ca1,7,ସ୍ୱାଗତମ।,swāgatama.,ମୌଳିକ ସ୍ୱାଗତ ଅଭିବ୍ୟକ୍ତି।
808,7,greeting_basic,ps,A0,ca1,7,ښه راغلاست.,xha rāghlāst.,د ښه راغلاست بنسټیز بیان.
809,7,greeting_basic,fa,A0,ca1,7,خوش آمدید.,khosh āmadīd.,بیان استقبال اولیه.
810,7,greeting_basic,pl,A0,ca1,7,Witamy.,,Podstawowe wyrażenie powitalne.
811,7,greeting_basic,pt-BR,A0,ca1,7,Bem-vindo.,,Expressão básica de boas-vindas.
812,7,greeting_basic,pt-PT,A0,ca1,7,Bem-vindo.,,Expressão básica de boas-vindas.
813,7,greeting_basic,pa,A0,ca1,7,ਜੀ ਆਇਆਂ ਨੂੰ।,jī āiāṁ nūṁ.,ਮੂਲ ਸਵਾਗਤੀ ਪ੍ਰਗਟਾਵਾ।
814,7,greeting_basic,qu,A0,ca1,7,Allin hamusqa.,,Sapsi chaskikuy rimay.
815,7,greeting_basic,ro,A0,ca1,7,Bun venit.,,Expresie de bază de bun venit.
816,7,greeting_basic,ru,A0,ca1,7,Добро пожаловать.,dobro pozhalovat'.,Основное выражение приветствия.
817,7,greeting_basic,skr,A0,ca1,7,جی آیاں نوں۔,jī āyāṃ nūṃ.,بنیادی خوش آمدید دا اظہار۔
818,7,greeting_basic,sr,A0,ca1,7,Добродошли.,dobrodošli.,Основни израз добродошлице.
819,7,greeting_basic,st,A0,ca1,7,Rea u amohela.,,Polelo ea motheo ea ho amohela.
820,7,greeting_basic,sn,A0,ca1,7,Titambire.,,Kutaura kwekutanga kwekutambira.
821,7,greeting_basic,sd,A0,ca1,7,ڀلي ڪري آيا.,bhalī karē āyā.,بنيادي ڀليڪار جو اظهار.
822,7,greeting_basic,si,A0,ca1,7,සාදරයෙන් පිළිගනිමු.,sādarayen piḷiganimu.,මූලික පිළිගැනීමේ ප්‍රකාශනය.
823,7,greeting_basic,sk,A0,ca1,7,Vitajte.,,Základný uvítací výraz.
824,7,greeting_basic,sl,A0,ca1,7,Dobrodošli.,,Osnovni izraz dobrodošlice.
825,7,greeting_basic,so,A0,ca1,7,Soo dhawoow.,,Erayada soo dhawaynta aasaasiga ah.
826,7,greeting_basic,es-MX,A0,ca1,7,Bienvenido.,,Expresión básica de bienvenida.
827,7,greeting_basic,es-ES,A0,ca1,7,Bienvenido.,,Expresión básica de bienvenida.
828,7,greeting_basic,su,A0,ca1,7,Wilujeng sumping.,,Panyambutan dasar.
829,7,greeting_basic,sw,A0,ca1,7,Karibu.,,Kujieleza kwa msingi kwa kukaribisha.
830,7,greeting_basic,sv,A0,ca1,7,Välkommen.,,Grundläggande välkomstuttryck.
831,7,greeting_basic,tg,A0,ca1,7,Хуш омадед.,khush omaded.,Ифодаи асосии истиқбол.
832,7,greeting_basic,ta,A0,ca1,7,நல்வரவு.,nalvaravu.,அடிப்படை வரவேற்பு வெளிப்பாடு.
833,7,greeting_basic,tt,A0,ca1,7,Рәхим итегез.,räxim itegez.,Төп каршы алу сүзе.
834,7,greeting_basic,te,A0,ca1,7,స్వాగతం.,svāgataṁ.,ప్రాథమిక స్వాగత వ్యక్తీకరణ.
835,7,greeting_basic,th,A0,ca1,7,ยินดีต้อนรับ,yin-di ton-rap.,สำนวนการต้อนรับพื้นฐาน.
836,7,greeting_basic,ti,A0,ca1,7,እንቋዕ ደሓን መጻእኩም።,inkwa'e dehan metsa'ekum.,መሰረታዊ ናይ እንቋዕ ደሓን መጻእኩም ኣገላለጻ።
837,7,greeting_basic,tr,A0,ca1,7,Hoş geldiniz.,,Temel karşılama ifadesi.
838,7,greeting_basic,tk,A0,ca1,7,Hoş geldiňiz.,,Esasy garşylamak aňlatmasy.
839,7,greeting_basic,uk,A0,ca1,7,Ласкаво просимо.,laskavo prosymo.,Основний вираз привітання.
840,7,greeting_basic,ur,A0,ca1,7,خوش آمدید۔,khosh āmadīd.,بنیادی خوش آمدید کا اظہار۔
841,7,greeting_basic,ug,A0,ca1,7,قارشى ئالىمىز.,qarshi alimiz.,ئاساسىي قارشى ئېلىش ئىپادىسى.
842,7,greeting_basic,uz,A0,ca1,7,Xush kelibsiz.,,Asosiy xush kelibsiz ifodasi.
843,7,greeting_basic,vi,A0,ca1,7,Chào mừng.,,Biểu thức chào mừng cơ bản.
844,7,greeting_basic,cy,A0,ca1,7,Croeso.,,Mynegiad croesawu sylfaenol.
845,7,greeting_basic,wo,A0,ca1,7,Dalal jàmm.,,Kàddug dalal jàmm bu am solo.
846,7,greeting_basic,yo,A0,ca1,7,Ẹ káàbọ̀.,,Ọ̀rọ̀ ìkíni ìpilẹ̀.
847,7,greeting_basic,zu,A0,ca1,7,Siyakwamukela.,,Isisho esiyisisekelo sokwamukela.
848,8,greeting_basic,om,A0,ca1,8,Si arguu kootti nan gammade.,,Nagaa bu'uuraa yeroo nama wal arguu.
849,8,greeting_basic,af,A0,ca1,8,Aangenaam om kennis te maak.,,Basiese groet wanneer jy iemand ontmoet.
850,8,greeting_basic,ak,A0,ca1,8,Ɛyɛ me anigye sɛ mehyia wo.,,Nkyia a yɛde kyea obi a yɛahyia no foforo.
851,8,greeting_basic,sq,A0,ca1,8,Kënaqësi që ju takova.,,Përshëndetje bazë kur takoni dikë.
852,8,greeting_basic,am,A0,ca1,8,ስለተዋወቅን ደስ ብሎኛል።,siletewaweqin des bilognal.,ከአንድ ሰው ጋር ሲገናኙ የሚደረግ መሰረታዊ ሰላምታ።
853,8,greeting_basic,ar,A0,ca1,8,سعدت بلقائك.,sa'idtu biliqa'ik.,تحية أساسية عند مقابلة شخص ما.
854,8,greeting_basic,hy,A0,ca1,8,Ուրախ եմ ծանոթանալու համար:,Urakh em tsanotanalu hamar.,Հիմնական ողջույն որևէ մեկի հետ հանդիպելիս:
855,8,greeting_basic,as,A0,ca1,8,আপোনাক লগ পাই ভাল লাগিল।,aponak log pai bhal lagil.,কাৰোবাক লগ পালে ব্যৱহাৰ কৰা সাধাৰণ সম্ভাষণ।
856,8,greeting_basic,az,A0,ca1,8,Sizinlə tanış olmaq xoşdur.,,Birisi ilə görüşərkən əsas salamlaşma.
857,8,greeting_basic,eu,A0,ca1,8,Pozten naiz zu ezagutzeaz.,,Norbaitekin elkartzean oinarrizko agurra.
858,8,greeting_basic,be,A0,ca1,8,Прыемна пазнаёміцца.,pryjemna paznajomicca.,Базавае прывітанне пры сустрэчы з кімсьці.
859,8,greeting_basic,bn,A0,ca1,8,আপনার সাথে দেখা হয়ে ভালো লাগলো।,apnar sathe dekha hoye bhalo laglo.,কারও সাথে দেখা হলে সাধারণ সম্ভাষণ।
860,8,greeting_basic,bho,A0,ca1,8,रउवा से मिल के निमन लागल।,rauvā sē mil kē niman lāgal.,केहू से मिलत घरी मूल अभिवादन।
861,8,greeting_basic,bs,A0,ca1,8,Drago mi je.,,Osnovni pozdrav pri susretu s nekim.
862,8,greeting_basic,bg,A0,ca1,8,Приятно ми е да се запознаем.,priyatno mi e da se zapoznaem.,Основен поздрав при среща с някого.
863,8,greeting_basic,my,A0,ca1,8,တွေ့ရတာ ဝမ်းသာပါတယ်။,tway-ya-da wun-tha-ba-de.,လူတစ်ဦးနှင့် တွေ့ဆုံသောအခါ အခြေခံနှုတ်ခွန်းဆက်စကား။
864,8,greeting_basic,yue,A0,ca1,8,很高興認識你。,han2 gou1 hing3 jing6 sik1 nei5.,見到人嘅基本問候語。
865,8,greeting_basic,ca,A0,ca1,8,Encantat de conèixer-te.,,Salutació bàsica quan es coneix a algú.
866,8,greeting_basic,ceb,A0,ca1,8,Gikalipay ko nga nakaila ko nimo.,,Batakang pangomusta inigkita nimo og tawo.
867,8,greeting_basic,ny,A0,ca1,8,Ndakondwera kukumana nanu.,,Moni wamba mukakumana ndi munthu.
868,8,greeting_basic,zh-CN,A0,ca1,8,很高兴认识你。,hěn gāo xìng rèn shi nǐ.,见到某人时的基本问候语。
869,8,greeting_basic,zh-TW,A0,ca1,8,很高興認識你。,hěn gāo xìng rèn shì nǐ.,見到某人時的基本問候語。
870,8,greeting_basic,hr,A0,ca1,8,Drago mi je.,,Osnovni pozdrav pri susretu s nekim.
871,8,greeting_basic,cs,A0,ca1,8,Rád tě poznávám.,,Základní pozdrav při setkání s někým.
872,8,greeting_basic,da,A0,ca1,8,Hyggeligt at møde dig.,,Grundlæggende hilsen når man møder nogen.
873,8,greeting_basic,nl,A0,ca1,8,Leuk je te ontmoeten.,,Basisgroet wanneer je iemand ontmoet.
874,8,greeting_basic,en-GB,A0,ca1,8,Nice to meet you.,,Basic greeting when meeting someone.
875,8,greeting_basic,en-US,A0,ca1,8,Nice to meet you.,,Basic greeting when meeting someone.
876,8,greeting_basic,et,A0,ca1,8,Meeldiv kohtuda.,,Põhitervitus kellegagi kohtumisel.
877,8,greeting_basic,fil,A0,ca1,8,Ikinagagalak kong makilala ka.,,Batayang pagbati kapag nakipagkilala sa isang tao.
878,8,greeting_basic,fi,A0,ca1,8,Hauska tavata.,,Perustervehdys tavatessa joku.
879,8,greeting_basic,fr,A0,ca1,8,Ravi de vous rencontrer.,,Salutation de base lors d'une rencontre.
880,8,greeting_basic,fr-CA,A0,ca1,8,Ça fait plaisir de te rencontrer.,,Salutation de base lors d'une rencontre.
881,8,greeting_basic,ff,A0,ca1,8,Welaa kam fottude e maa.,,Salminandu ɓooyndu tuma nde fotti e neɗɗo.
882,8,greeting_basic,gl,A0,ca1,8,Encantado de coñecerte.,,Saúdo básico ao coñecer a alguén.
883,8,greeting_basic,ka,A0,ca1,8,სასიამოვნოა თქვენი გაცნობა.,sasiamovnoa tkveni gatsnoba.,ძირითადი მისალმება ვინმესთან შეხვედრისას.
